CUST_ID,AGE,GENDER,MARITAL_STATUS,OCCUPATION,ANNUAL_INCOME,CITY_TIER,EDUCATION,HOUSE_OWNERSHIP,DEPENDENTS,MOBILE_PHONE,EMAIL_SUBSCRIBED,LOYALTY_CARD,REGION
C17738,36,Male,Divorced,Salaried,1948597,Semi-Urban,Graduate,Own,1,Yes,Yes,Silver,North
C17739,28,Male,Married,Salaried,1863458,Metro,Graduate,Family,3,Yes,Yes,Gold,Central
C17740,49,Female,Married,Retired,1005855,Urban,Professional,Own,2,Yes,Yes,Silver,East
C17741,59,Male,Married,Self-Employed,1831715,Semi-Urban,Professional,Rent,1,No,Yes,Silver,West
C17742,48,Male,Married,Self-Employed,2362704,Metro,Postgraduate,Own,2,Yes,Yes,Silver,South
C17743,26,Female,Single,Self-Employed,2435307,Metro,Graduate,Own,1,Yes,Yes,Silver,Central
C17744,36,Female,Divorced,Student,753406,Urban,Graduate,Rent,2,Yes,Yes,Silver,North
C17745,40,Female,Married,Student,1425309,Rural,Postgraduate,Family,1,Yes,Yes,Silver,East
C17746,36,Female,Single,Salaried,449377,Rural,Graduate,Own,4,Yes,Yes,None,North
C17747,27,Male,Divorced,Salaried,1962313,Semi-Urban,Graduate,Own,3,Yes,Yes,Silver,North
C17748,61,Female,Married,Salaried,1160275,Rural,Graduate,Family,2,Yes,Yes,Silver,East
C17749,34,Female,Divorced,Salaried,2913559,Metro,Postgraduate,Rent,0,Yes,Yes,Silver,West
C17750,63,Female,Divorced,Retired,1706081,Urban,Professional,Own,4,Yes,Yes,Silver,South
C17751,46,Female,Married,Salaried,2541516,Urban,Graduate,Family,4,Yes,Yes,Gold,East
C17752,46,Male,Single,Salaried,2303382,Semi-Urban,Graduate,Own,2,Yes,Yes,Gold,West
C17753,34,Female,Single,Student,2067657,Rural,Postgraduate,Own,2,Yes,Yes,None,West
C17754,27,Male,Divorced,Salaried,2600725,Urban,Graduate,Family,0,Yes,Yes,Platinum,Central
C17755,53,Male,Divorced,Salaried,2789996,Urban,Doctorate,Own,2,Yes,Yes,None,West
C17756,46,Male,Married,Self-Employed,1677837,Semi-Urban,High School,Own,0,Yes,Yes,Gold,East
C17757,65,Female,Married,Self-Employed,2632081,Semi-Urban,Professional,Own,2,Yes,Yes,Gold,West
C17758,40,Male,Single,Salaried,2641334,Metro,Graduate,Rent,0,Yes,Yes,Silver,Central
C17759,23,Female,Widowed,Salaried,2599367,Rural,Postgraduate,Family,1,Yes,Yes,Gold,Central
C17760,24,Male,Single,Self-Employed,406804,Metro,Graduate,Own,3,Yes,No,Silver,South
C17761,46,Female,Single,Salaried,1830995,Metro,Doctorate,Own,3,Yes,Yes,None,East
C17762,31,Male,Married,Salaried,1222328,Urban,High School,Own,2,Yes,Yes,Silver,East
C17763,22,Female,Single,Salaried,399083,Semi-Urban,Graduate,Own,2,Yes,Yes,None,South
C17764,34,Female,Divorced,Retired,1159891,Rural,Professional,Rent,3,Yes,Yes,Gold,East
C17765,64,Male,Single,Salaried,1155352,Rural,Graduate,Rent,3,Yes,Yes,Silver,North
C17767,50,Male,Single,Retired,2735366,Semi-Urban,Professional,Own,0,Yes,No,Gold,Central
C17768,69,Female,Married,Student,1041048,Urban,Professional,Own,0,Yes,Yes,Silver,North
C17769,32,Female,Married,Student,2722723,Urban,High School,Family,1,Yes,Yes,Silver,West
C17770,46,Female,Single,Self-Employed,621705,Rural,Graduate,Rent,1,Yes,Yes,Silver,South
C17771,64,Male,Married,Salaried,2465603,Metro,Postgraduate,Own,0,Yes,Yes,Platinum,North
C17772,53,Female,Married,Salaried,699634,Urban,Professional,Own,1,Yes,No,Silver,West
C17773,33,Male,Divorced,Salaried,1529886,Semi-Urban,Graduate,Own,4,Yes,Yes,Silver,East
C17774,34,Female,Single,Salaried,2746379,Metro,Postgraduate,Rent,0,Yes,No,Silver,East
C17776,44,Female,Widowed,Salaried,1647955,Urban,Graduate,Own,1,Yes,Yes,Platinum,West
C17777,54,Male,Married,Self-Employed,2760827,Urban,Postgraduate,Family,1,Yes,Yes,Silver,West
C17778,64,Female,Single,Self-Employed,1420618,Rural,Graduate,Rent,2,No,Yes,None,West
C17779,46,Female,Single,Unemployed,811347,Rural,Graduate,Own,2,Yes,No,Platinum,West
C17780,41,Female,Married,Self-Employed,833726,Urban,Postgraduate,Own,2,Yes,Yes,Silver,West
C17781,48,Male,Single,Self-Employed,1654412,Rural,Professional,Rent,3,Yes,Yes,Silver,South
C17782,68,Male,Single,Self-Employed,1991522,Metro,Graduate,Own,3,No,Yes,None,West
C17783,56,Female,Single,Retired,2695888,Semi-Urban,Graduate,Rent,3,Yes,Yes,None,East
C17784,60,Male,Married,Salaried,2921829,Urban,Postgraduate,Rent,0,Yes,Yes,Silver,East
C17785,22,Male,Married,Salaried,1827085,Semi-Urban,Postgraduate,Rent,2,Yes,Yes,Silver,South
C17786,62,Other,Single,Self-Employed,676242,Rural,Postgraduate,Own,2,Yes,Yes,Silver,West
C17787,29,Male,Married,Salaried,2764127,Metro,Graduate,Rent,0,Yes,Yes,Gold,Central
C17788,43,Other,Married,Retired,279863,Rural,Graduate,Own,3,Yes,Yes,Gold,East
C17789,35,Male,Single,Salaried,1667104,Metro,High School,Family,1,Yes,Yes,None,West
C17790,33,Male,Divorced,Salaried,316536,Semi-Urban,Professional,Rent,4,Yes,Yes,Silver,Central
C17791,43,Female,Married,Self-Employed,2754474,Metro,Postgraduate,Rent,2,Yes,Yes,Silver,Central
C17792,37,Female,Widowed,Salaried,2342252,Rural,Graduate,Own,3,Yes,Yes,Silver,North
C17793,68,Female,Single,Unemployed,1808309,Metro,Graduate,Family,1,Yes,Yes,Silver,Central
C17794,22,Female,Widowed,Unemployed,1576549,Urban,High School,Rent,2,Yes,Yes,None,Central
C17795,40,Female,Married,Self-Employed,842172,Rural,Graduate,Own,2,Yes,No,Silver,East
C17796,40,Male,Married,Salaried,2216803,Semi-Urban,Postgraduate,Rent,4,Yes,Yes,Silver,Central
C17797,66,Male,Married,Salaried,1345175,Semi-Urban,Doctorate,Family,3,Yes,Yes,Platinum,Central
C17798,23,Male,Single,Salaried,2881832,Semi-Urban,Postgraduate,Rent,0,Yes,Yes,Platinum,East
C17799,32,Female,Divorced,Retired,1341627,Urban,Postgraduate,Rent,1,Yes,No,Silver,North
C17800,60,Male,Married,Salaried,2309606,Rural,Postgraduate,Own,1,Yes,No,Silver,North
C17801,22,Male,Single,Salaried,2083329,Semi-Urban,Graduate,Rent,3,Yes,No,Platinum,West
C17802,56,Male,Single,Student,1012155,Urban,High School,Own,1,Yes,Yes,Gold,West
C17803,34,Male,Single,Salaried,2072953,Semi-Urban,Professional,Rent,0,Yes,Yes,None,Central
C17804,36,Male,Married,Retired,1183919,Rural,Graduate,Own,1,Yes,Yes,Silver,Central
C17805,39,Female,Married,Student,2739578,Rural,Doctorate,Rent,3,Yes,No,None,West
C17806,54,Male,Married,Salaried,1160961,Metro,Graduate,Family,0,Yes,Yes,None,West
C17807,64,Female,Single,Self-Employed,1088627,Semi-Urban,Postgraduate,Rent,4,Yes,Yes,Gold,Central
C17808,66,Female,Married,Self-Employed,2477592,Rural,Graduate,Own,3,Yes,Yes,Silver,East
C17809,26,Male,Married,Self-Employed,2042657,Urban,Graduate,Family,4,Yes,Yes,None,East
C17810,33,Female,Single,Self-Employed,1762726,Rural,Professional,Family,1,Yes,Yes,Silver,East
C17811,56,Male,Single,Salaried,1687364,Urban,Postgraduate,Own,0,Yes,Yes,Silver,West
C17812,42,Female,Single,Salaried,715882,Urban,Graduate,Own,1,Yes,Yes,None,North
C17813,38,Other,Divorced,Unemployed,1488455,Metro,High School,Rent,3,Yes,Yes,Silver,West
C17814,32,Female,Married,Unemployed,2557069,Metro,Doctorate,Own,4,Yes,Yes,Silver,East
C17815,50,Female,Widowed,Self-Employed,2478109,Urban,Professional,Rent,4,Yes,Yes,Silver,South
C17816,60,Male,Single,Self-Employed,746622,Semi-Urban,Graduate,Own,1,Yes,Yes,Silver,East
C17817,27,Male,Divorced,Unemployed,1843971,Urban,Graduate,Own,3,Yes,Yes,Gold,South
C17818,52,Female,Married,Salaried,2074850,Semi-Urban,High School,Own,1,Yes,Yes,Silver,East
C17819,68,Male,Married,Salaried,1259270,Urban,Graduate,Own,2,Yes,Yes,Gold,East
C17820,39,Male,Single,Self-Employed,1851231,Rural,Graduate,Own,3,Yes,Yes,Gold,South
C17821,26,Male,Married,Unemployed,1215786,Rural,Professional,Rent,3,Yes,Yes,Silver,East
C17822,40,Female,Divorced,Self-Employed,411808,Urban,Graduate,Own,0,Yes,Yes,Platinum,South
C17823,47,Male,Single,Self-Employed,2165079,Semi-Urban,Graduate,Own,2,Yes,Yes,Silver,South
C17824,63,Female,Single,Salaried,580209,Rural,Graduate,Rent,4,No,Yes,Silver,West
C17825,57,Male,Married,Student,1928885,Semi-Urban,High School,Own,1,Yes,Yes,None,North
C17826,68,Male,Widowed,Salaried,2148858,Metro,Graduate,Own,4,Yes,Yes,Silver,West
C17827,27,Female,Married,Unemployed,1330460,Metro,Graduate,Own,3,Yes,No,Silver,North
C17828,25,Male,Single,Salaried,1109605,Rural,Graduate,Own,1,Yes,Yes,Silver,North
C17829,31,Female,Married,Student,1611493,Metro,Graduate,Own,4,Yes,Yes,Silver,East
C17830,35,Male,Single,Unemployed,1344980,Metro,High School,Own,1,Yes,Yes,Gold,South
C17831,23,Male,Divorced,Salaried,1008109,Metro,Professional,Own,4,Yes,Yes,None,North
C17832,25,Male,Married,Self-Employed,2439684,Urban,Postgraduate,Family,1,No,Yes,Silver,North
C17833,43,Female,Married,Salaried,813789,Semi-Urban,Postgraduate,Own,4,No,Yes,None,North
C17834,57,Female,Single,Salaried,1961447,Semi-Urban,Graduate,Rent,4,Yes,Yes,Silver,South
C17835,29,Female,Divorced,Self-Employed,2198917,Metro,Graduate,Own,1,Yes,Yes,Gold,Central
C17836,35,Male,Married,Unemployed,763012,Metro,Postgraduate,Family,0,Yes,Yes,Silver,North
C17837,23,Female,Widowed,Student,1918697,Urban,Postgraduate,Own,1,Yes,Yes,None,South
C17838,49,Female,Married,Self-Employed,275153,Urban,Professional,Own,4,Yes,Yes,Silver,South
C17839,26,Female,Married,Salaried,2365260,Semi-Urban,Graduate,Family,2,Yes,Yes,Platinum,Central
C17840,37,Female,Married,Salaried,1217462,Metro,Graduate,Own,3,Yes,Yes,Silver,West
C17841,46,Female,Single,Salaried,1562131,Metro,Graduate,Own,0,Yes,Yes,Platinum,North
C17842,41,Male,Widowed,Retired,445861,Semi-Urban,High School,Rent,1,Yes,Yes,Silver,Central
C17843,28,Female,Single,Salaried,2516052,Rural,Graduate,Family,3,Yes,Yes,Silver,Central
C17844,41,Male,Married,Salaried,340995,Metro,Graduate,Own,0,Yes,Yes,Platinum,West
C17845,31,Female,Widowed,Self-Employed,2724497,Urban,Postgraduate,Rent,2,Yes,Yes,None,North
C17846,58,Male,Single,Student,2354828,Urban,Postgraduate,Rent,3,Yes,Yes,Gold,Central
C17847,28,Male,Married,Student,754470,Metro,High School,Rent,1,Yes,Yes,Gold,Central
C17848,62,Male,Married,Student,2801188,Rural,High School,Family,2,Yes,Yes,Silver,West
C17849,44,Male,Married,Self-Employed,2218492,Metro,Graduate,Own,1,Yes,Yes,Gold,Central
C17850,55,Male,Divorced,Salaried,283042,Metro,Postgraduate,Rent,3,Yes,Yes,Gold,East
C17851,34,Female,Married,Retired,2561253,Urban,Postgraduate,Own,1,Yes,Yes,Gold,North
C17852,34,Female,Married,Salaried,1225959,Rural,Doctorate,Own,2,Yes,Yes,Silver,North
C17853,30,Female,Single,Salaried,951002,Semi-Urban,Postgraduate,Own,2,Yes,No,Silver,West
C17854,32,Female,Single,Self-Employed,508153,Urban,Graduate,Family,3,Yes,No,Gold,Central
C17855,58,Male,Married,Salaried,1180697,Semi-Urban,Graduate,Own,3,Yes,Yes,Gold,East
C17856,64,Female,Married,Retired,288618,Urban,Postgraduate,Rent,4,Yes,Yes,Platinum,East
C17857,66,Male,Single,Salaried,1233122,Rural,Professional,Family,2,Yes,Yes,Gold,East
C17858,54,Female,Married,Salaried,2726025,Metro,Graduate,Own,4,Yes,Yes,Silver,Central
C17859,61,Male,Single,Salaried,2188423,Metro,Postgraduate,Rent,1,Yes,Yes,Silver,South
C17860,30,Male,Married,Student,1681699,Rural,Graduate,Own,3,Yes,No,Gold,West
C17861,37,Male,Single,Student,2885006,Rural,Professional,Family,0,Yes,No,Silver,South
C17862,37,Male,Married,Salaried,2591209,Urban,Postgraduate,Family,1,Yes,Yes,Silver,West
C17863,23,Male,Married,Salaried,568529,Urban,Graduate,Rent,4,Yes,Yes,Silver,North
C17864,51,Male,Divorced,Student,1748242,Rural,Professional,Rent,2,Yes,Yes,Silver,North
C17865,21,Female,Married,Salaried,1412887,Rural,Doctorate,Family,3,Yes,Yes,Gold,Central
C17866,32,Female,Married,Salaried,2230690,Rural,Graduate,Own,3,Yes,Yes,Gold,West
C17867,59,Male,Divorced,Salaried,253569,Urban,Graduate,Own,1,Yes,Yes,Gold,South
C17868,24,Male,Married,Salaried,2260428,Semi-Urban,Professional,Family,1,Yes,Yes,None,North
C17869,62,Female,Single,Salaried,2267564,Metro,Postgraduate,Own,3,Yes,Yes,Silver,Central
C17870,33,Male,Divorced,Self-Employed,1193592,Urban,Professional,Family,4,Yes,Yes,None,North
C17871,54,Female,Married,Self-Employed,240584,Metro,Graduate,Own,2,Yes,Yes,Silver,South
C17872,62,Male,Married,Salaried,1692088,Metro,Postgraduate,Own,3,Yes,Yes,None,West
C17873,41,Female,Married,Salaried,1891201,Semi-Urban,Postgraduate,Own,3,Yes,Yes,Silver,East
C17874,42,Female,Divorced,Salaried,1707821,Metro,Graduate,Family,1,Yes,Yes,Silver,North
C17875,24,Female,Widowed,Retired,1212879,Metro,Doctorate,Own,2,Yes,Yes,Silver,West
C17876,38,Female,Widowed,Salaried,333229,Metro,Postgraduate,Rent,3,Yes,Yes,Gold,North
C17877,25,Male,Single,Salaried,1482531,Rural,Postgraduate,Rent,1,Yes,Yes,Silver,West
C17878,39,Male,Married,Student,1042496,Metro,Graduate,Own,0,Yes,No,Silver,South
C17879,22,Female,Single,Retired,409105,Metro,Postgraduate,Family,3,Yes,No,Silver,East
C17880,32,Female,Single,Self-Employed,1748441,Semi-Urban,Professional,Rent,0,Yes,Yes,Silver,North
C17881,37,Male,Divorced,Salaried,1141995,Semi-Urban,Professional,Family,2,Yes,Yes,None,Central
C17882,30,Female,Single,Salaried,936900,Semi-Urban,Professional,Family,2,No,Yes,None,Central
C17883,54,Male,Married,Retired,2117460,Rural,High School,Own,3,Yes,Yes,Silver,North
C17884,26,Male,Married,Salaried,516962,Urban,Graduate,Rent,4,Yes,Yes,None,West
C17885,28,Female,Married,Salaried,281255,Urban,Postgraduate,Rent,1,Yes,Yes,Silver,West
C17886,31,Male,Single,Self-Employed,628341,Semi-Urban,Professional,Family,1,Yes,No,None,North
C17887,32,Female,Single,Salaried,558873,Semi-Urban,Postgraduate,Rent,4,Yes,Yes,Platinum,West
C17888,29,Male,Married,Student,902191,Metro,High School,Rent,0,Yes,No,Silver,North
C17889,22,Male,Single,Salaried,2078315,Urban,Postgraduate,Family,2,Yes,Yes,Silver,South
C17890,28,Female,Widowed,Retired,2571924,Rural,Postgraduate,Family,3,Yes,Yes,Silver,East
C17891,31,Female,Married,Salaried,2419011,Rural,High School,Family,1,Yes,Yes,Platinum,West
C17892,56,Male,Married,Self-Employed,2955113,Metro,High School,Own,1,Yes,Yes,Platinum,East
C17893,30,Male,Divorced,Salaried,1102312,Metro,Graduate,Own,3,Yes,No,Silver,South
C17894,41,Male,Single,Retired,2622082,Semi-Urban,High School,Family,3,No,Yes,Silver,Central
C17895,40,Male,Married,Retired,1439050,Metro,High School,Rent,1,No,Yes,Silver,South
C17896,68,Female,Single,Salaried,2286572,Urban,Graduate,Own,1,No,Yes,None,South
C17897,28,Female,Married,Salaried,298911,Metro,Graduate,Family,1,Yes,Yes,Gold,West
C17898,56,Male,Married,Self-Employed,2926165,Metro,Graduate,Rent,3,Yes,Yes,Gold,Central
C17899,49,Male,Single,Self-Employed,926154,Rural,Postgraduate,Own,0,Yes,Yes,Silver,East
C17900,62,Female,Single,Salaried,2108410,Semi-Urban,Graduate,Own,1,No,Yes,Platinum,Central
C17901,32,Female,Married,Self-Employed,1943957,Urban,Graduate,Family,0,Yes,Yes,None,South
C17902,34,Female,Married,Salaried,2088486,Metro,Doctorate,Family,1,Yes,Yes,Silver,Central
C17903,68,Female,Single,Salaried,2695938,Semi-Urban,Professional,Own,3,Yes,Yes,Silver,West
C17904,41,Male,Married,Self-Employed,2840009,Urban,Graduate,Own,4,Yes,Yes,None,West
C17905,42,Female,Married,Salaried,862865,Semi-Urban,Graduate,Own,0,Yes,Yes,Silver,South
C17906,41,Other,Married,Salaried,1597342,Urban,High School,Family,4,Yes,No,Gold,North
C17907,64,Female,Married,Unemployed,1476944,Urban,Professional,Own,1,Yes,Yes,Silver,Central
C17908,50,Male,Single,Self-Employed,1960023,Urban,High School,Own,1,Yes,Yes,Silver,East
C17909,59,Male,Married,Retired,721476,Semi-Urban,High School,Rent,3,Yes,Yes,Silver,South
C17910,40,Male,Divorced,Self-Employed,2587103,Semi-Urban,Graduate,Own,4,Yes,Yes,Gold,North
C17911,44,Female,Married,Self-Employed,2273908,Urban,Graduate,Rent,4,Yes,No,Gold,Central
C17912,43,Male,Married,Salaried,2573712,Metro,Postgraduate,Own,1,Yes,Yes,None,North
C17913,27,Male,Married,Salaried,1398776,Metro,High School,Own,2,Yes,Yes,Silver,South
C17914,29,Female,Single,Salaried,1549608,Urban,High School,Own,2,Yes,Yes,Platinum,Central
C17915,21,Male,Married,Salaried,1841898,Semi-Urban,Postgraduate,Family,4,Yes,Yes,None,North
C17916,46,Male,Divorced,Unemployed,2153109,Metro,Postgraduate,Own,4,Yes,Yes,Platinum,North
C17917,58,Male,Single,Salaried,1385126,Metro,High School,Rent,0,Yes,Yes,Gold,West
C17919,58,Male,Divorced,Salaried,2434022,Urban,Graduate,Own,1,Yes,Yes,Silver,South
C17920,64,Male,Single,Self-Employed,1584353,Metro,Graduate,Own,2,Yes,Yes,Silver,East
C17921,42,Female,Married,Salaried,380429,Rural,Professional,Rent,3,Yes,Yes,Platinum,South
C17922,64,Female,Divorced,Student,1329807,Semi-Urban,Postgraduate,Rent,0,Yes,Yes,None,South
C17923,30,Male,Married,Salaried,1667267,Metro,Graduate,Rent,2,Yes,Yes,Silver,West
C17924,26,Male,Divorced,Self-Employed,503851,Urban,High School,Rent,1,Yes,Yes,None,East
C17925,37,Female,Divorced,Salaried,1542706,Semi-Urban,Postgraduate,Rent,1,Yes,No,Gold,West
C17926,58,Male,Married,Salaried,2001947,Rural,Graduate,Rent,1,Yes,Yes,None,South
C17927,44,Male,Married,Salaried,2965676,Rural,Graduate,Family,2,Yes,Yes,Silver,North
C17928,30,Female,Single,Salaried,593050,Metro,Postgraduate,Own,1,Yes,Yes,Gold,North
C17929,28,Male,Single,Salaried,1144709,Metro,Professional,Own,3,Yes,Yes,Silver,South
C17930,41,Male,Married,Unemployed,246804,Urban,Professional,Family,1,Yes,Yes,None,Central
C17931,26,Male,Married,Salaried,714846,Urban,Graduate,Own,0,Yes,Yes,Silver,South
C17933,41,Female,Married,Student,2733089,Metro,Professional,Rent,3,Yes,Yes,Gold,South
C17934,59,Male,Married,Unemployed,2867276,Rural,High School,Own,0,Yes,Yes,None,Central
C17935,44,Male,Married,Self-Employed,802390,Semi-Urban,Graduate,Family,0,Yes,Yes,Silver,Central
C17937,53,Male,Single,Salaried,2545208,Semi-Urban,High School,Own,4,Yes,Yes,Silver,West
C17938,38,Female,Married,Salaried,1024128,Metro,Postgraduate,Own,4,Yes,Yes,None,North
C17939,48,Male,Married,Retired,2356227,Metro,Graduate,Own,1,Yes,Yes,Silver,Central
C17940,52,Male,Married,Salaried,1647726,Semi-Urban,Graduate,Rent,3,Yes,Yes,Silver,South
C17941,32,Female,Married,Salaried,2248938,Semi-Urban,High School,Own,2,Yes,Yes,Platinum,East
C17942,68,Female,Married,Salaried,2735947,Rural,Graduate,Family,4,Yes,Yes,Platinum,East
C17943,62,Male,Divorced,Salaried,565003,Semi-Urban,Professional,Own,3,Yes,Yes,None,West
C17944,47,Male,Married,Self-Employed,1550044,Urban,Postgraduate,Own,4,Yes,Yes,Gold,East
C17945,30,Female,Married,Salaried,1728980,Semi-Urban,Graduate,Own,3,Yes,No,None,North
C17946,66,Female,Married,Student,427563,Metro,Professional,Own,1,Yes,Yes,Silver,South
C17947,62,Male,Single,Self-Employed,1300601,Semi-Urban,High School,Own,0,Yes,Yes,Silver,East
C17948,52,Male,Single,Salaried,1020650,Rural,Postgraduate,Own,4,Yes,Yes,None,North
C17950,62,Male,Single,Salaried,2498865,Semi-Urban,Graduate,Own,0,Yes,Yes,Silver,East
C17951,46,Male,Married,Salaried,828228,Metro,Graduate,Own,0,Yes,Yes,Silver,South
C17952,45,Female,Single,Self-Employed,2913424,Semi-Urban,Graduate,Own,2,Yes,Yes,Silver,West
C17953,31,Male,Widowed,Salaried,2809547,Semi-Urban,Graduate,Own,2,Yes,Yes,Platinum,North
C17954,43,Female,Married,Self-Employed,746816,Urban,Professional,Family,1,Yes,Yes,Silver,Central
C17955,54,Female,Married,Salaried,726479,Semi-Urban,Postgraduate,Own,3,Yes,No,Gold,Central
C17956,60,Male,Single,Self-Employed,2344530,Metro,Postgraduate,Family,1,Yes,No,None,East
C17957,43,Male,Single,Self-Employed,1228382,Urban,Professional,Own,3,Yes,Yes,Platinum,Central
C17958,49,Female,Single,Retired,2143169,Semi-Urban,Postgraduate,Own,2,Yes,Yes,Gold,North
C17959,51,Male,Married,Salaried,1876858,Semi-Urban,Graduate,Own,1,Yes,Yes,Gold,Central
C17960,27,Female,Married,Salaried,2119939,Rural,Doctorate,Family,3,Yes,Yes,Silver,North
C17962,60,Other,Married,Salaried,2534147,Metro,Graduate,Family,2,Yes,Yes,Platinum,Central
C17963,53,Male,Married,Salaried,486963,Metro,Graduate,Own,3,Yes,Yes,Silver,West
C17964,41,Male,Married,Salaried,1283792,Metro,Postgraduate,Own,1,Yes,Yes,None,East
C17965,22,Male,Single,Salaried,2658324,Rural,Graduate,Family,4,Yes,Yes,None,North
C17966,38,Female,Married,Unemployed,1602396,Rural,High School,Family,4,Yes,Yes,None,West
C17967,67,Female,Married,Retired,1555939,Metro,Graduate,Rent,1,Yes,Yes,Gold,East
C17968,53,Female,Married,Student,2200910,Urban,Graduate,Family,0,Yes,Yes,None,West
C17969,57,Female,Single,Salaried,1997917,Metro,Graduate,Family,4,Yes,Yes,Silver,Central
C17970,54,Male,Married,Self-Employed,1989421,Semi-Urban,Postgraduate,Rent,4,Yes,Yes,Silver,North
C17971,40,Female,Single,Salaried,2074360,Urban,Graduate,Own,4,Yes,Yes,Gold,South
C17972,55,Female,Widowed,Salaried,911180,Metro,Postgraduate,Own,0,Yes,Yes,Silver,West
C17973,38,Female,Married,Salaried,605480,Urban,Doctorate,Rent,2,Yes,Yes,Silver,South
C17974,66,Male,Widowed,Salaried,744318,Semi-Urban,Postgraduate,Own,2,Yes,Yes,Silver,North
C17975,44,Female,Married,Self-Employed,1487934,Urban,Postgraduate,Own,0,Yes,Yes,Gold,Central
C17976,28,Female,Single,Unemployed,2508051,Semi-Urban,Graduate,Own,0,Yes,No,Silver,Central
C17977,50,Female,Married,Salaried,937409,Urban,Postgraduate,Own,1,Yes,Yes,Gold,South
C17978,64,Female,Single,Salaried,2267399,Metro,Professional,Rent,1,Yes,Yes,Gold,East
C17979,30,Female,Divorced,Salaried,984311,Urban,Graduate,Own,1,Yes,Yes,Silver,South
C17980,43,Female,Married,Retired,584501,Urban,High School,Family,2,Yes,Yes,None,South
C17981,69,Female,Married,Retired,2032198,Urban,Postgraduate,Own,3,Yes,Yes,Silver,South
C17982,31,Female,Married,Salaried,2266364,Metro,Postgraduate,Family,4,Yes,Yes,None,South
C17983,22,Male,Married,Retired,2007765,Metro,Professional,Rent,1,Yes,Yes,Silver,North
C17984,46,Male,Widowed,Salaried,2421757,Rural,Postgraduate,Own,4,Yes,Yes,Silver,North
C17985,56,Male,Single,Student,1905755,Metro,Professional,Family,0,Yes,No,Platinum,South
C17986,53,Female,Married,Self-Employed,428376,Semi-Urban,Graduate,Own,2,Yes,Yes,Silver,South
C17988,67,Female,Married,Salaried,474880,Urban,High School,Own,1,Yes,Yes,Silver,Central
C17989,33,Other,Widowed,Salaried,1406431,Rural,Postgraduate,Own,3,Yes,Yes,Silver,West
C17990,60,Male,Married,Self-Employed,2046488,Rural,Graduate,Rent,2,Yes,Yes,Gold,North
C17991,45,Male,Widowed,Student,2596847,Semi-Urban,Graduate,Family,0,Yes,Yes,Silver,East
C17992,24,Male,Married,Salaried,1939599,Urban,High School,Family,4,Yes,Yes,Silver,East
C17993,62,Male,Single,Salaried,1070679,Urban,Postgraduate,Rent,2,Yes,Yes,Silver,East
C17994,39,Female,Married,Salaried,1881488,Urban,Professional,Rent,4,Yes,Yes,Silver,West
C17995,38,Male,Married,Student,2192873,Metro,Graduate,Rent,1,Yes,Yes,Gold,Central
C17996,57,Female,Married,Student,2988933,Metro,Professional,Own,0,Yes,Yes,Silver,West
C17997,50,Female,Single,Self-Employed,2608013,Urban,Graduate,Own,3,Yes,Yes,None,South
C17998,39,Male,Married,Retired,2700987,Rural,Doctorate,Family,2,Yes,Yes,None,Central
C17999,43,Female,Single,Salaried,1347294,Metro,Doctorate,Family,4,Yes,Yes,Silver,Central
C18000,36,Male,Divorced,Salaried,919487,Urban,Professional,Family,0,Yes,No,None,South
C18001,21,Male,Single,Self-Employed,1080794,Semi-Urban,Graduate,Family,0,Yes,Yes,Silver,East
C18002,32,Female,Married,Unemployed,732434,Urban,Graduate,Own,1,Yes,Yes,Silver,East
C18003,44,Female,Single,Salaried,2573083,Metro,Graduate,Own,2,Yes,No,Platinum,North
C18004,54,Male,Single,Retired,2864468,Urban,Graduate,Family,1,Yes,Yes,Silver,East
C18005,28,Male,Divorced,Salaried,907382,Semi-Urban,Professional,Rent,1,Yes,Yes,None,West
C18006,38,Male,Single,Unemployed,225598,Rural,Professional,Own,1,Yes,Yes,Silver,Central
C18007,68,Male,Single,Salaried,697772,Metro,Doctorate,Family,0,Yes,Yes,Platinum,North
C18008,25,Other,Single,Unemployed,744642,Rural,Graduate,Own,4,Yes,Yes,Silver,North
C18009,46,Female,Married,Salaried,2796992,Rural,Graduate,Rent,4,Yes,Yes,None,East
C18010,50,Male,Married,Unemployed,1246807,Urban,Graduate,Family,3,Yes,Yes,Gold,North
C18011,33,Female,Single,Salaried,550634,Metro,High School,Family,3,Yes,Yes,Platinum,North
C18012,39,Male,Married,Salaried,1003159,Semi-Urban,Graduate,Rent,4,Yes,Yes,Silver,South
C18013,49,Male,Single,Self-Employed,1716944,Metro,Graduate,Own,1,Yes,Yes,Gold,East
C18014,23,Female,Divorced,Self-Employed,1934851,Semi-Urban,Graduate,Own,0,Yes,Yes,Silver,East
C18015,46,Female,Married,Self-Employed,646619,Urban,High School,Own,1,Yes,Yes,Silver,Central
C18016,60,Female,Widowed,Salaried,1386231,Metro,Professional,Rent,1,Yes,Yes,Silver,West
C18017,32,Female,Divorced,Self-Employed,1185188,Semi-Urban,Postgraduate,Own,1,Yes,Yes,Silver,North
C18018,22,Female,Single,Retired,1975516,Semi-Urban,Postgraduate,Own,2,Yes,Yes,Gold,North
C18019,31,Male,Single,Student,1822763,Urban,Graduate,Own,2,Yes,Yes,None,West
C18020,64,Female,Married,Salaried,2431580,Semi-Urban,Graduate,Own,1,Yes,No,None,West
